gene,LRL01_S1,LRL02_S2,LRL03_S3,LRL04_S4,LRL05_S5,LRL06_S6,LRL07_S7,LRL08_S8,LRL09_S9,LRL10_S10,LRL11_S11,LRL12_S12
WBGene00166861,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173501,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00046267,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174655,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167821,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00046951,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173140,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174313,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171494,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047630,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173152,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165550,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166008,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169677,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167952,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047672,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00049398,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016761,29,26,27,17,11,15,2,5,7,5,7,7
WBGene00174063,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166469,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166291,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170935,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172339,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200785,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016764,1180,1254,1225,763,658,718,130,106,100,111,102,104
WBGene00016762,88,115,101,165,150,170,236,194,162,673,732,641
WBGene00167355,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174973,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172443,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174799,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166266,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173998,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172734,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016760,207,324,265,346,358,413,838,764,707,1260,1311,1115
WBGene00016759,190,347,293,159,138,159,459,446,452,403,436,346
WBGene00166033,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016763,450,527,513,544,558,569,1236,1196,1191,1583,1485,1348
WBGene00168258,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173775,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016758,177,229,213,163,123,144,465,439,429,410,441,375
WBGene00016757,89,91,98,136,132,141,234,210,196,412,417,442
WBGene00166787,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173448,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174553,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166702,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016756,645,767,732,600,541,703,1881,1956,1836,1724,1767,1565
WBGene00165214,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166122,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00016755,17,15,14,12,13,15,42,22,24,58,57,48
WBGene00019058,119,140,101,108,106,145,232,224,205,311,321,293
WBGene00171356,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019057,347,318,357,330,295,338,910,891,899,645,625,533
WBGene00171071,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019059,0,0,2,1,1,1,1,2,4,4,1,3
WBGene00165071,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168922,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044306,7,7,6,3,6,3,1,0,0,2,0,2
WBGene00044307,0,1,0,0,1,0,0,0,0,0,0,0
WBGene00044308,2,2,2,1,0,0,1,0,0,2,0,0
WBGene00170186,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044309,0,0,1,2,2,0,1,3,2,2,0,0
WBGene00174817,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173459,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019060,2734,2579,2221,1481,1417,1399,6298,6202,5271,1927,2145,1856
WBGene00172949,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171191,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171780,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167688,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019055,17,29,19,24,21,31,55,54,37,41,40,39
WBGene00020469,6,5,4,7,7,5,14,6,10,5,12,17
WBGene00235303,0,0,0,0,0,3,0,1,1,0,0,1
WBGene00003754,128,157,119,251,254,273,351,277,258,387,449,493
WBGene00165540,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173113,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170566,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165201,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165459,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174531,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169981,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005739,0,0,0,0,0,1,1,1,0,0,0,2
WBGene00168600,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168820,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170832,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168712,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173556,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005740,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172116,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173511,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174725,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165524,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171639,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173297,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005741,0,2,0,1,0,0,0,0,0,0,2,1
WBGene00168527,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172123,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172129,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005742,0,0,1,0,0,0,0,0,3,2,2,0
WBGene00170471,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170648,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167594,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167235,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172225,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166733,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000005,372,322,357,271,270,278,863,797,765,877,955,814
WBGene00169524,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169884,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165817,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168473,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165547,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171640,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167241,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165203,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172895,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168143,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020468,10,12,10,15,15,10,24,28,22,38,43,40
WBGene00006416,42,54,41,75,49,65,14,21,14,50,61,39
WBGene00174977,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005743,4,6,4,5,5,7,8,1,4,10,12,7
WBGene00201622,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170840,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173994,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172919,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173820,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005744,1,0,2,0,0,0,0,0,0,0,0,0
WBGene00200832,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174974,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170939,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169101,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171847,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00175015,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005735,2,3,3,8,7,5,28,38,40,21,10,16
WBGene00166231,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174706,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165914,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174412,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165964,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172866,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001853,1681,1532,1426,1429,1355,1185,20,18,14,39,35,28
WBGene00255582,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005738,0,1,0,0,1,4,1,0,0,1,3,1
WBGene00171108,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169930,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170250,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170536,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173016,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005737,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168368,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167813,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005736,0,0,1,0,1,4,0,0,0,0,0,0
WBGene00172062,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172270,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172311,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170393,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171681,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000820,22,34,26,67,69,74,7,4,7,7,11,10
WBGene00173470,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022236,95,82,87,82,89,90,0,1,2,2,5,1
WBGene00022250,471,363,408,411,405,407,105,98,94,134,134,123
WBGene00022235,15319,12890,13307,13003,12168,12064,4654,3907,3330,4798,5369,4772
WBGene00003082,1748,1931,1749,1629,1639,1700,295,353,241,498,541,501
WBGene00004783,2385,2531,2223,2365,2450,2225,1870,1780,1696,1883,2038,1819
WBGene00022251,1641,1620,1316,1557,1357,1415,397,387,308,415,461,368
WBGene00003237,14,20,15,28,21,35,22,34,20,39,40,31
WBGene00022233,2003,1885,1725,1993,1852,1908,817,694,512,652,675,717
WBGene00219218,63,111,85,96,65,112,5,6,3,10,8,9
WBGene00022237,43,46,39,55,35,53,0,1,1,0,1,4
WBGene00168422,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173019,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00235289,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00189951,64,84,66,98,96,119,14,6,5,26,16,12
WBGene00045250,17,17,19,15,12,10,6,15,11,20,27,20
WBGene00004881,2178,2483,2073,1963,1838,1889,735,691,616,718,756,669
WBGene00201568,0,2,0,0,0,0,0,0,0,0,0,0
WBGene00199287,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00199973,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00194832,1,3,1,0,0,0,0,0,0,3,1,1
WBGene00198597,0,0,0,0,1,1,0,0,0,1,0,1
WBGene00022253,3395,3135,3003,3847,3661,3561,302,290,246,265,313,300
WBGene00000256,12,11,6,12,16,12,60,36,31,379,482,224
WBGene00022240,70,61,75,50,33,51,91,77,53,90,90,103
WBGene00165715,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167630,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00046734,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174003,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047657,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195853,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171905,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167507,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173190,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173609,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169114,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173070,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170890,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00046937,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198901,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047445,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047561,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199666,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166305,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167027,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168230,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168428,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172036,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172546,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173603,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173332,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172628,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169027,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166896,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022242,71,72,55,67,58,61,36,40,36,47,67,73
WBGene00048899,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00050641,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047209,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172757,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047971,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171654,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169573,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171848,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00048658,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168759,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167255,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165551,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173349,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165699,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167874,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165285,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047038,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165747,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169564,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170311,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00005724,1,3,2,0,0,2,0,0,0,6,2,5
WBGene00166252,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173405,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172923,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173585,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00048160,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173960,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022254,31,20,26,42,27,27,54,40,34,61,69,65
WBGene00166037,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047024,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170869,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173253,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173137,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173134,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00050046,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174642,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172503,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170909,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168207,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166856,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022232,1030,1064,986,773,849,797,126,110,105,120,162,148
WBGene00022243,1,2,2,1,1,7,0,0,1,2,1,1
WBGene00022244,2129,1558,1864,1907,1724,1751,6,4,6,4,4,7
WBGene00002033,2521,2205,2620,3111,2913,3052,3,2,2,7,2,9
WBGene00044752,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00022257,9764,8599,8802,10399,9545,9645,6,0,3,0,6,11
WBGene00022245,8691,7757,7008,10156,9992,9910,70021,58420,47466,25604,27769,24733
WBGene00197936,0,0,1,0,2,0,3,3,1,0,3,2
WBGene00170859,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165893,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166047,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168269,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165488,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022246,211,214,163,232,240,275,556,449,423,517,532,465
WBGene00170273,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170157,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166531,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168850,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165336,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174371,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169532,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167809,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174421,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172727,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172952,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167311,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173376,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173301,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174004,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173806,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168913,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173442,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172450,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173745,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169073,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198640,1,0,0,0,1,0,0,0,1,0,0,0
WBGene00043067,68,95,64,61,50,49,54,55,49,17,17,12
WBGene00172671,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172565,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167702,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173383,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022252,1552,1571,1530,613,561,651,3231,2996,2288,1113,1192,1094
WBGene00047035,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00046852,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171136,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00049835,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022247,42,44,36,40,47,37,63,53,65,33,34,46
WBGene00166997,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00049373,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165579,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195654,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168570,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174978,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169351,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166430,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169019,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172792,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173966,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170453,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170297,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00048784,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170281,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170184,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170024,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171727,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168159,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168013,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170692,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165574,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170049,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170099,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165582,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166378,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045205,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170007,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196744,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170930,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173232,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171997,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00043066,12,18,19,10,9,13,34,34,38,29,22,27
WBGene00165632,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170831,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171758,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171246,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165902,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172071,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171798,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022255,44,47,49,62,60,54,90,102,94,37,56,39
WBGene00235252,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166219,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00050854,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022248,558,584,529,464,440,400,362,315,307,332,379,284
WBGene00048940,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165954,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165273,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00049235,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170991,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00050773,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196230,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168341,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172772,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00174737,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00049153,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171731,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168123,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022231,343,337,358,429,466,443,689,679,616,747,798,684
WBGene00174155,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200881,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023192,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173855,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00046075,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169282,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170655,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168212,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168186,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167969,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022249,0,1,0,1,0,0,0,0,3,1,0,1
WBGene00173453,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167179,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170492,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168569,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00050204,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169760,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171679,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170792,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170023,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022256,21,19,15,5,5,0,9,10,11,7,9,15
WBGene00173861,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167503,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173826,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165704,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00046806,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00050557,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00050387,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167198,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165364,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173755,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173032,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166820,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172471,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044350,250,384,282,262,267,276,653,571,567,530,573,493
WBGene00173484,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201335,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00046064,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047061,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171453,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047868,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172853,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167676,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173356,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047393,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047370,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00049577,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00046768,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00165951,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172266,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045820,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169313,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170865,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202385,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00166831,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170528,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169196,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200478,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201266,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169335,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168726,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169555,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00048725,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00171484,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00167204,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00168481,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00173613,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00170688,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00172912,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00047938,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045954,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00004169,810,795,717,880,886,930,1679,1693,1668,1987,1990,1833
WBGene00167129,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00169352,0,0,0,0,0,0,0,0,0,0,0,0
